ID,碑名,建立年,所在地,災害名,災害種別,伝承内容,緯度,経度
39205-002,震災復興記念碑,1949,高知県土佐市宇佐町宇佐３１６０－１,昭和南海地震（1946年12月21日）,地震・津波,"昭和21年（1946年）12月21日に発生した昭和南海大地震により津波が7,8度宇佐の町を襲った。町の82％にあたる1,320戸が被害を受けたが、犠牲者が死者１名、行方不明者１名にとどまったのは「欲を捨てて逃げた人は命が助かる」という伝承のおかげである。",33.450605,133.442565
39205-003,復興之塔,1978,高知県土佐市高岡町甲２１７９,昭和50年台風5号（1975年8月17日）,洪水・土砂災害,昭和50年（1975年）8月17日に高知県を襲った台風5号は、時間雨量117ミリ、日雨量550ミリという空前の豪雨をもたらし、6人の生命を奪った。さらに1590haの土地を泥海と化し、床上浸水2255戸などの深いつめあとを残した。,33.495396,133.420367
39205-004,防災記念碑,1978,高知県土佐市蓮池９７８－１,昭和50年台風5号（1975年8月17日）,洪水・土砂災害,"昭和50年（1975年）8月17日に来襲した台風5号により、土佐市は死者6人、住家の全半壊・浸水約5,000戸に達する未曾有の大災害を受けた。台座の横線は当時の浸水位を表している。",33.494846,133.416156
39205-005,災害之記録碑,1976,高知県土佐市家俊２９－５,昭和50年台風5号（1975年8月17日）,洪水・土砂災害,昭和50年（1975年）8月17日に高知県を襲った台風5号は、河川を一瞬にして氾濫させ住家・田畑・公共施設を濁流の中へと押しやり、食糧、交通、電気通信等が寸断され孤立状態となった。台座の横線は当時の水位を示している。,33.461176,133.353521
39205-006,岩戸川災害復興記念碑,1979,高知県土佐市岩戸５１０－２,昭和50年台風5号（1975年8月17日）,洪水,昭和50年（1975年）8月17日の台風5号により、岩戸川が氾濫し、護岸の決壊等甚大な災禍に見舞われた。,33.474619,133.378342
39206-001,寶永津浪溺死之塚,1856,高知県須崎市須崎,宝永地震（1707年10月28日）安政南海地震（1854年12月24日）,地震・津波,宝永地震(1707)では、400余名が津波で溺死した。安政南海地震(1854)では、宝永地震の教訓から山林に避難したが、誤った言い伝えを信じて船で沖に出た30余名は命を落とした。津波が来るまで少し間があるので、食料衣類等を用意して、落石のない高所へ逃げなさい。後世の人の心がまえになってほしいと思い、ここに記します。,33.395221,133.284169
39206-002,津波之碑,1965,高知県須崎市新町2,宝永地震（1707年10月28日）昭和南海地震（1946年12月21日）チリ地震津波(1960年5月24日),地震・津波,宝永地震(1707)の津波は、西は新荘川を下郷までさかのぼり、東は土崎と神田などを襲い400人余りの死者を出した。昭和南海地震(1946)では、多ノ郷と吾桑の平野部の大部分が浸水し、引き潮が原町から新町や浜町を飲み込み、死者61名、家屋倒壊198戸等の被害を出した。チリ地震(1960)では死者こそなかったが、家屋4000戸余りが浸水した。,33.390894,133.293532
39206-003,南海地震記録碑（恵美須神社）,1951,高知県須崎市大谷,昭和南海地震（1946年12月21日）,地震・津波,昭和南海地震(1946)では約18分間揺れが続いた。人々が恐れ迷ううち津波が来襲して家屋の大半は水没し、引き潮とともに軽い家屋は流失した。9回襲った津波のうち、3度目は高さ4.3mに達した。約1mの地盤沈下も生じた。甚大な地震は津波を伴うことを忘れず、地震直後に火の始末と子供老人をすぐ避難させ、衣類など必要なものは敏速に持ち出すように。,33.383631,133.320894
39206-004,南海地震記録碑（原町地蔵堂）,1959,高知県須崎市原町2,昭和南海地震（1946年12月21日）,地震・津波,昭和21年(1946)12月21日午前4時14分の大地震では、揺れが約18分続いた後、約20分後に大津波が来て最高潮位約2.5mに達し、倒壊家屋132戸、流失45戸、溺死者53名の被害が生じた。地震直後は火の始末をし速やかに山手に避難すること、津波は込潮より引潮に被害が多い。災難は忘れた頃にやってくる。,33.392766,133.291749
39206-005,震災復旧記念碑,1951,高知県須崎市野見,昭和南海地震（1946年12月21日）,地震・津波,昭和南海地震(1946年12月21日)の前夜、大きな干潟ができ、井戸の水が枯れた。21日午前4時に発生した大地震の終息から津波来襲まで約15分、人々は裏山へ避難した。津波は大小6回襲い、高さ4.5ｍほどまで達した。堤防が決壊し、家屋は流失・全壊が大部分を占めたが、野見地区では家畜や人の被害はなかった。,33.378253,133.314702
39206-006,最高潮之跡（神明宮）,不明,高知県須崎市野見,昭和南海地震（1946年12月21日）,地震・津波,野見地区では、昭和南海地震(1946年12月21日)による津波が6回襲い、高さ4.5mほどまで達した。碑は境内に向かう石段の19段目にあり、津波の最高潮位を示している。,33.378527,133.314806
39206-007,最高潮之跡（江雲寺）,不明,高知県須崎市野見,昭和南海地震（1946年12月21日）,地震・津波,野見地区では、昭和南海地震(1946年12月21日)による津波が6回襲い、高さ4.5mほどまで達した。碑は寺院入口階段の石段16段目付近にあり、津波の最高潮位を示している。,33.377868,133.312563
39206-008,津波最高潮位碑,不明,高知県須崎市大谷,昭和南海地震（1946年12月21日）,地震・津波,須崎市では、昭和南海地震(1946年12月21日)による津波が6～7回襲い、大谷地区では高さ4.5mほどまで達したとされている。碑は勢井の海岸付近にあり、津波の最高潮位を示している。,33.381371,133.307172
39206-009,津浪最高潮之趾（小浦中部）,不明,高知県須崎市大谷,昭和南海地震（1946年12月21日）,地震・津波,須崎市では、昭和南海地震(1946年12月21日)による津波が6～7回襲い、大谷地区では高さ4.5mほどまで達したとされている。碑は小浦集落にあり、津波の最高潮位を示している。,33.383474,133.32231
39206-010,津浪最高潮之趾（小浦東部）,不明,高知県須崎市大谷,昭和南海地震（1946年12月21日）,地震・津波,須崎市では、昭和南海地震(1946年12月21日)による津波が6～7回襲い、大谷地区では高さ4.5mほどまで達したとされている。碑は小浦集落にあり、津波の最高潮位を示している。,33.382656,133.322577
39206-011,南海大地震遭難者追悼之碑,1959,高知県須崎市西古市町,昭和南海地震（1946年12月21日）,地震・津波,昭和南海地震(1946)では大小6回最高4.6mに及ぶ津波が来襲した。新荘川沿いに坂ノ川、東は大間・押岡・土崎付近まで浸水し、原町付近は引き潮で製材貯木場の巨材が氾濫、全壊140戸、半壊300戸、浸水1000戸、死者60余名などの被害が生じた。津波は海側から押し寄せるとは限らず、北に逃げた人が多ノ郷からの波にのまれた。入り江や川沿いは危険、古市や中町など標高が高い地区は浸水しなかった。天災は忘れた頃にやってくる。,33.389058,133.286675
39206-012,水害豫防組合記念碑,1931,高知県須崎市吾井郷乙,明治32年の台風(1899年8月28日),洪水,明治32年(1899)8月28日の台風では、高知県で死者100余名、家屋全壊7500戸もの被害が出たとされている。桜川の氾濫は特に激しく堤防は形を止めず、ほかにも10箇所以上が破壊された。,33.41458,133.304088
39206-013,三界萬霊等（大善寺地蔵台座）,1739,高知県須崎市西町1,宝永地震（1707年10月28日）,地震・津波,宝永4年10月4日(1707年10月28日)の大地震で、大津波が岡をさかのぼり、津波による被害があちこちであった。旧須崎村もしばらく荒れ地と化した。溺死者は330人以上に及んだ。,33.387914,133.281956
39206-014,三界萬霊等（津野神社地蔵台座）,1739,高知県須崎市新町1,宝永地震（1707年10月28日）,地震・津波,宝永4年10月4日(1707年10月28日)の大地震で、大津波が岡をさかのぼり、津波による被害があちこちであった。旧須崎村もしばらく荒れ地と化した。溺死者は330人以上に及んだ。,33.390477,133.290913
39208-001,安政南海地震潮位碑,1995,高知県宿毛市大島,安政南海地震（1854年12月24日）,地震・津波,嘉永7年11月5日(1854年12月24日)の大地震により、津波が此処（?（はいたか）神社の石段7段目）まで押し寄せたことが記されている。,32.916331,132.703571
39208-002,宝永地震潮位碑,1995,高知県宿毛市大島,宝永地震（1707年10月28日）,地震・津波,宝永4年10月4日(1707年10月28日)の大地震により、津波が此処（?（はいたか）神社の石段39段目）まで押し寄せ、大島浦が全戸流失したことが記されている。津波は昼夜にわたり11回押し寄せ、3回目が最も高かったという。,32.916326,132.703447
